sample_id,case,method,hand_mesh,object_mesh,contact_min_mm,contact_p5_mm,contact_mean_mm,contact_count_5mm,num_hand_vertices,num_object_vertices,igl_available,object_inside_hand_ratio,object_inside_hand_max_depth_mm,hand_inside_object_ratio,hand_inside_object_max_depth_mm,severe_floating,severe_penetration,quick_decision
aket01_partaware_v2_attempt0,aket01,partaware_v2_attempt0,/home/fredcui/foho_phase0/runs_prompt_refined_v2/arctic_aket01_partaware_v2/attempt0_partaware_prompt/selector_v4_recheck/io_alignment/aket01_partaware_v2_attempt0/pred_hand_aligned.ply,/home/fredcui/foho_phase0/runs_prompt_refined_v2/arctic_aket01_partaware_v2/attempt0_partaware_prompt/selector_v4_recheck/io_alignment/aket01_partaware_v2_attempt0/pred_object_aligned.ply,0.6273728761365286,6.115536536534741,59.997698322972596,30,778,118164,True,0.014894553332656308,48.485821736944686,0.37146529562982006,164.32454649729965,False,True,reject_attempt0_severe_penetration
