sample_id,case,method,min_hand_object_dist_mm,p5_hand_object_dist_mm,mean_hand_object_dist_mm,contact_vertex_count,contact_vertex_ratio,floating,contact_status_label,inspection_reason
arctic_abox01_default,abox01,default,19.07004139100984,32.85624382882204,73.56065167138394,0,0.0,True,floating,floating_or_far_contact
arctic_aket01_default,aket01,default,151.72966010827187,160.18669877655438,195.0379497248963,0,0.0,True,floating,floating_or_far_contact
arctic_aket01_gpt55_selector,aket01,gpt55_selector,29.327341309355145,39.88220019091485,67.5646385588421,0,0.0,True,floating,floating_or_far_contact
arctic_ascis01_default,ascis01,default,113.12633188335349,123.589282554064,155.41148254651682,0,0.0,True,floating,floating_or_far_contact
arctic_ascis01_gpt55_selector,ascis01,gpt55_selector,91.62657531486973,100.68915069989764,129.47185930067528,0,0.0,True,floating,floating_or_far_contact
arctic_alapuse01_gpt55_selector,alapuse01,gpt55_selector,0.1464449167717095,1.2193594662266931,9.602886451018822,380,0.4884318766066838,False,heavy_contact_check_penetration,possible_penetration_heavy_contact
oakink_split000_default,oakink_split000,default,13.800019851159275,20.041855472596005,56.9216151585276,0,0.0,True,floating,floating_or_far_contact
oakink_split000_gpt55_selector,oakink_split000,gpt55_selector,26.48039634215192,43.4365272806147,86.22020059545147,0,0.0,True,floating,floating_or_far_contact
