ablation_name,selected_floating_rate,selected_mean_p5_mm,selected_mean_obj_inside_hand,selected_mean_hand_inside_obj,selected_mean_components,selected_mean_largest_component_ratio
contact_only,0.5,27.656646491723237,0.01875921545305725,0.10261353898886032,79.5,0.8249812490213516
contact_plus_floating,0.5,27.656646491723237,0.01875921545305725,0.10261353898886032,79.5,0.8249812490213516
contact_plus_penetration,0.5,27.966574858907695,0.013311764959882016,0.061268209083119085,71.33333333333333,0.8263008740556345
full_v3_contact_penetration_integrity,0.5,27.966574858907695,0.013311764959882016,0.061268209083119085,71.33333333333333,0.8263008740556345
